overall_time,state,accel_time,accel_x,accel_y,accel_z,orien_time,real,i,j,k,temp,new_accel,orien_cali_status
12866,0,13168,0.07657032459974289,-0.10887342691421509,9.856036186218262,0,0.0,0.0,0.0,0.0,19,1,-1
13168,0,13176,0.07657032459974289,-0.10887342691421509,9.856036186218262,13176,0.62451171875,-0.009033203125,-0.002685546875,0.78094482421875,19,1,0
13176,0,13177,0.07657032459974289,-0.10887342691421509,9.856036186218262,13176,0.62451171875,-0.009033203125,-0.002685546875,0.78094482421875,19,1,-1
13177,0,13178,0.07657032459974289,-0.10887342691421509,9.857233047485352,13178,0.62451171875,-0.009033203125,-0.002685546875,0.78094482421875,19,1,0
13178,0,13178,0.07657032459974289,-0.10887342691421509,9.857233047485352,13178,0.62451171875,-0.009033203125,-0.002685546875,0.78094482421875,19,0,-1
13179,0,13178,0.07657032459974289,-0.10887342691421509,9.857233047485352,13178,0.62451171875,-0.009033203125,-0.002685546875,0.78094482421875,19,0,-1
13179,0,13180,0.07657032459974289,-0.10887342691421509,9.857233047485352,13178,0.62451171875,-0.009033203125,-0.002685546875,0.78094482421875,19,1,-1
13180,0,13181,0.07657032459974289,-0.10767702013254166,9.857233047485352,13180,0.62451171875,-0.009033203125,-0.002685546875,0.78094482421875,19,1,0
13181,0,13181,0.07657032459974289,-0.10767702013254166,9.857233047485352,13180,0.62451171875,-0.009033203125,-0.002685546875,0.78094482421875,19,0,-1
13181,0,13182,0.07657032459974289,-0.10887342691421509,9.857233047485352,13180,0.62451171875,-0.009033203125,-0.002685546875,0.78094482421875,19,1,-1
13182,0,13182,0.07657032459974289,-0.10887342691421509,9.857233047485352,13180,0.62451171875,-0.009033203125,-0.002685546875,0.78094482421875,19,0,-1
13182,0,13182,0.07657032459974289,-0.10887342691421509,9.857233047485352,13180,0.62451171875,-0.009033203125,-0.002685546875,0.78094482421875,19,0,-1
13182,0,13183,0.07657032459974289,-0.10887342691421509,9.857233047485352,13180,0.62451171875,-0.009033203125,-0.002685546875,0.78094482421875,19,1,-1
13183,0,13185,0.07657032459974289,-0.10767702013254166,9.856036186218262,13184,0.62451171875,-0.009033203125,-0.002685546875,0.78094482421875,19,1,0
13185,0,13185,0.07657032459974289,-0.10767702013254166,9.857233047485352,13184,0.62451171875,-0.009033203125,-0.002685546875,0.78094482421875,19,1,-1
13185,0,13187,0.07657032459974289,-0.10767702013254166,9.856036186218262,13186,0.62451171875,-0.009033203125,-0.002685546875,0.78094482421875,19,1,0
13187,0,13187,0.07657032459974289,-0.10767702013254166,9.856036186218262,13186,0.62451171875,-0.009033203125,-0.002685546875,0.78094482421875,19,0,-1
13187,0,13188,0.07657032459974289,-0.10767702013254166,9.856036186218262,13186,0.62451171875,-0.009033203125,-0.002685546875,0.78094482421875,19,1,-1
13188,0,13190,0.07657032459974289,-0.10767702013254166,9.856036186218262,13189,0.62451171875,-0.00909423828125,-0.002685546875,0.78094482421875,19,1,0
13190,0,13190,0.07657032459974289,-0.10767702013254166,9.856036186218262,13189,0.62451171875,-0.00909423828125,-0.002685546875,0.78094482421875,19,1,-1
13190,0,13192,0.07657032459974289,-0.10767702013254166,9.856036186218262,13191,0.62451171875,-0.00909423828125,-0.002685546875,0.78094482421875,19,1,0
13192,0,13192,0.07657032459974289,-0.10767702013254166,9.856036186218262,13191,0.62451171875,-0.00909423828125,-0.002685546875,0.78094482421875,19,1,-1
13192,0,13192,0.07657032459974289,-0.10767702013254166,9.856036186218262,13191,0.62451171875,-0.00909423828125,-0.002685546875,0.78094482421875,19,0,-1
13193,0,13192,0.07657032459974289,-0.10767702013254166,9.856036186218262,13191,0.62451171875,-0.00909423828125,-0.002685546875,0.78094482421875,19,0,-1
13193,0,13193,0.07657032459974289,-0.10767702013254166,9.856036186218262,13191,0.62451171875,-0.00909423828125,-0.002685546875,0.78094482421875,19,1,-1
13193,0,13193,0.07657032459974289,-0.10767702013254166,9.856036186218262,13191,0.62451171875,-0.00909423828125,-0.002685546875,0.78094482421875,19,0,-1
13194,0,13193,0.07657032459974289,-0.10767702013254166,9.856036186218262,13191,0.62451171875,-0.00909423828125,-0.002685546875,0.78094482421875,19,0,-1
13194,0,13195,0.07776673883199692,-0.10767702013254166,9.856036186218262,13191,0.62451171875,-0.00909423828125,-0.002685546875,0.78094482421875,19,1,-1
13195,0,13195,0.07776673883199692,-0.10767702013254166,9.856036186218262,13191,0.62451171875,-0.00909423828125,-0.002685546875,0.78094482421875,19,0,-1
13195,0,13196,0.07776673883199692,-0.10767702013254166,9.856036186218262,13196,0.62451171875,-0.00909423828125,-0.002685546875,0.78094482421875,19,1,0
13196,0,13197,0.07657032459974289,-0.10767702013254166,9.856036186218262,13196,0.62451171875,-0.00909423828125,-0.002685546875,0.78094482421875,19,1,-1
13197,0,13198,0.07657032459974289,-0.10767702013254166,9.856036186218262,13198,0.62445068359375,-0.009033203125,-0.002685546875,0.781005859375,19,1,0
13198,0,13198,0.07657032459974289,-0.10767702013254166,9.856036186218262,13198,0.62445068359375,-0.009033203125,-0.002685546875,0.781005859375,19,0,-1
13199,0,13199,0.07657032459974289,-0.10767702013254166,9.854840278625488,13198,0.62445068359375,-0.009033203125,-0.002685546875,0.781005859375,19,1,-1
13199,0,13199,0.07657032459974289,-0.10767702013254166,9.854840278625488,13198,0.62445068359375,-0.009033203125,-0.002685546875,0.781005859375,19,0,-1
13200,0,13199,0.07657032459974289,-0.10767702013254166,9.854840278625488,13198,0.62445068359375,-0.009033203125,-0.002685546875,0.781005859375,19,0,-1
13200,0,13201,0.07657032459974289,-0.10767702013254166,9.854840278625488,13198,0.62445068359375,-0.009033203125,-0.002685546875,0.781005859375,19,1,-1
13201,0,13202,0.07657032459974289,-0.10767702013254166,9.854840278625488,13202,0.62445068359375,-0.009033203125,-0.00274658203125,0.781005859375,19,1,0
13202,0,13202,0.07657032459974289,-0.10767702013254166,9.854840278625488,13202,0.62445068359375,-0.009033203125,-0.00274658203125,0.781005859375,19,0,-1
13202,0,13203,0.07657032459974289,-0.10767702013254166,9.854840278625488,13202,0.62445068359375,-0.009033203125,-0.00274658203125,0.781005859375,19,1,-1
13203,0,13205,0.07657032459974289,-0.10767702013254166,9.856036186218262,13204,0.62445068359375,-0.00909423828125,-0.00274658203125,0.781005859375,19,1,0
13205,0,13205,0.07657032459974289,-0.10767702013254166,9.854840278625488,13204,0.62445068359375,-0.00909423828125,-0.00274658203125,0.781005859375,19,1,-1
13205,0,13207,0.07776673883199692,-0.10767702013254166,9.854840278625488,13206,0.62445068359375,-0.009033203125,-0.00274658203125,0.781005859375,19,1,0
13207,0,13207,0.07776673883199692,-0.10767702013254166,9.854840278625488,13206,0.62445068359375,-0.009033203125,-0.00274658203125,0.781005859375,19,1,-1
13207,0,13207,0.07776673883199692,-0.10767702013254166,9.854840278625488,13206,0.62445068359375,-0.009033203125,-0.00274658203125,0.781005859375,19,0,-1
13208,0,13209,0.07776673883199692,-0.10767702013254166,9.854840278625488,13209,0.62445068359375,-0.009033203125,-0.00274658203125,0.781005859375,19,1,0
13209,0,13209,0.07776673883199692,-0.10767702013254166,9.854840278625488,13209,0.62445068359375,-0.009033203125,-0.00274658203125,0.781005859375,19,0,-1
13209,0,13210,0.07776673883199692,-0.10887342691421509,9.854840278625488,13209,0.62445068359375,-0.009033203125,-0.00274658203125,0.781005859375,19,1,-1
13210,0,13211,0.07776673883199692,-0.10767702013254166,9.853643417358398,13211,0.62445068359375,-0.00909423828125,-0.00274658203125,0.781005859375,19,1,0
13211,0,13211,0.07776673883199692,-0.10767702013254166,9.853643417358398,13211,0.62445068359375,-0.00909423828125,-0.00274658203125,0.781005859375,19,0,-1
13212,0,13212,0.07776673883199692,-0.10767702013254166,9.854840278625488,13211,0.62445068359375,-0.00909423828125,-0.00274658203125,0.781005859375,19,1,-1
13212,0,13212,0.07776673883199692,-0.10767702013254166,9.854840278625488,13211,0.62445068359375,-0.00909423828125,-0.00274658203125,0.781005859375,19,0,-1
13213,0,13214,0.07776673883199692,-0.10887342691421509,9.854840278625488,13213,0.62445068359375,-0.009033203125,-0.00274658203125,0.781005859375,19,1,0
13214,0,13215,0.07776673883199692,-0.10887342691421509,9.854840278625488,13213,0.62445068359375,-0.009033203125,-0.00274658203125,0.781005859375,19,1,-1
13215,0,13215,0.07776673883199692,-0.10887342691421509,9.854840278625488,13213,0.62445068359375,-0.009033203125,-0.00274658203125,0.781005859375,19,0,-1
13215,0,13216,0.07776673883199692,-0.10767702013254166,9.854840278625488,13216,0.62445068359375,-0.009033203125,-0.00274658203125,0.781005859375,19,1,0
13216,0,13217,0.07776673883199692,-0.10767702013254166,9.854840278625488,13216,0.62445068359375,-0.009033203125,-0.00274658203125,0.781005859375,19,1,-1
13217,0,13217,0.07776673883199692,-0.10767702013254166,9.854840278625488,13216,0.62445068359375,-0.009033203125,-0.00274658203125,0.781005859375,19,0,-1
13217,0,13219,0.07776673883199692,-0.10767702013254166,9.854840278625488,13218,0.62445068359375,-0.00909423828125,-0.00274658203125,0.781005859375,19,1,0
13219,0,13219,0.07776673883199692,-0.10767702013254166,9.853643417358398,13218,0.62445068359375,-0.00909423828125,-0.00274658203125,0.781005859375,19,1,-1
13219,0,13219,0.07776673883199692,-0.10767702013254166,9.853643417358398,13218,0.62445068359375,-0.00909423828125,-0.00274658203125,0.781005859375,19,0,-1
13220,0,13219,0.07776673883199692,-0.10767702013254166,9.853643417358398,13218,0.62445068359375,-0.00909423828125,-0.00274658203125,0.781005859375,19,0,-1
13220,0,13220,0.07896314561367035,-0.10767702013254166,9.854840278625488,13218,0.62445068359375,-0.00909423828125,-0.00274658203125,0.781005859375,19,1,-1
13220,0,13222,0.07896314561367035,-0.10767702013254166,9.853643417358398,13221,0.62445068359375,-0.00909423828125,-0.00274658203125,0.781005859375,19,1,0
13222,0,13223,0.07776673883199692,-0.10767702013254166,9.853643417358398,13221,0.62445068359375,-0.00909423828125,-0.00274658203125,0.781005859375,19,1,-1
13223,0,13224,0.07776673883199692,-0.10767702013254166,9.853643417358398,13224,0.62445068359375,-0.00909423828125,-0.00274658203125,0.781005859375,19,1,0
13224,0,13224,0.07776673883199692,-0.10767702013254166,9.853643417358398,13224,0.62445068359375,-0.00909423828125,-0.00274658203125,0.781005859375,19,0,-1
13224,0,13225,0.07776673883199692,-0.10767702013254166,9.853643417358398,13224,0.62445068359375,-0.00909423828125,-0.00274658203125,0.781005859375,19,1,-1
13225,0,13226,0.07776673883199692,-0.10767702013254166,9.854840278625488,13226,0.62445068359375,-0.00909423828125,-0.00274658203125,0.781005859375,19,1,0
13226,0,13226,0.07776673883199692,-0.10767702013254166,9.854840278625488,13226,0.62445068359375,-0.00909423828125,-0.00274658203125,0.781005859375,19,0,-1
13227,0,13227,0.07776673883199692,-0.10767702013254166,9.853643417358398,13226,0.62445068359375,-0.00909423828125,-0.00274658203125,0.781005859375,19,1,-1
13227,0,13227,0.07776673883199692,-0.10767702013254166,9.853643417358398,13226,0.62445068359375,-0.00909423828125,-0.00274658203125,0.781005859375,19,0,-1
13228,0,13229,0.07657032459974289,-0.10767702013254166,9.853643417358398,13229,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,1,0
13229,0,13230,0.07776673883199692,-0.10767702013254166,9.853643417358398,13229,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,1,-1
13230,0,13230,0.07776673883199692,-0.10767702013254166,9.853643417358398,13229,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,0,-1
13230,0,13231,0.07776673883199692,-0.10767702013254166,9.853643417358398,13231,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,1,0
13231,0,13232,0.07776673883199692,-0.10767702013254166,9.853643417358398,13231,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,1,-1
13232,0,13232,0.07776673883199692,-0.10767702013254166,9.853643417358398,13231,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,0,-1
13232,0,13232,0.07776673883199692,-0.10767702013254166,9.853643417358398,13231,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,0,-1
13233,0,13234,0.07776673883199692,-0.10767702013254166,9.853643417358398,13233,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,1,0
13234,0,13234,0.07776673883199692,-0.10767702013254166,9.853643417358398,13233,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,0,-1
13234,0,13234,0.07776673883199692,-0.10767702013254166,9.853643417358398,13233,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,0,-1
13234,0,13234,0.07776673883199692,-0.10767702013254166,9.853643417358398,13233,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,0,-1
13235,0,13235,0.07776673883199692,-0.10767702013254166,9.853643417358398,13233,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,1,-1
13235,0,13235,0.07776673883199692,-0.10767702013254166,9.853643417358398,13233,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,0,-1
13236,0,13235,0.07776673883199692,-0.10767702013254166,9.853643417358398,13233,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,0,-1
13236,0,13237,0.07657032459974289,-0.10767702013254166,9.853643417358398,13233,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,1,-1
13237,0,13238,0.07657032459974289,-0.10767702013254166,9.853643417358398,13237,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,1,0
13238,0,13238,0.07657032459974289,-0.10767702013254166,9.853643417358398,13237,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,0,-1
13238,0,13239,0.07776673883199692,-0.10767702013254166,9.853643417358398,13237,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,1,-1
13239,0,13240,0.07657032459974289,-0.10767702013254166,9.853643417358398,13240,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,1,0
13240,0,13242,0.07657032459974289,-0.10767702013254166,9.853643417358398,13241,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,1,0
13242,0,13242,0.07657032459974289,-0.10767702013254166,9.853643417358398,13241,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,0,-1
13242,0,13243,0.07657032459974289,-0.10648060590028763,9.853643417358398,13243,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,1,0
13243,0,13243,0.07657032459974289,-0.10648060590028763,9.853643417358398,13243,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,0,-1
13244,0,13243,0.07657032459974289,-0.10648060590028763,9.853643417358398,13243,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,0,-1
13244,0,13243,0.07657032459974289,-0.10648060590028763,9.853643417358398,13243,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,0,-1
13244,0,13245,0.07657032459974289,-0.10648060590028763,9.853643417358398,13243,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,1,-1
13245,0,13245,0.07657032459974289,-0.10648060590028763,9.853643417358398,13243,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,0,-1
13245,0,13247,0.07657032459974289,-0.1052841916680336,9.853643417358398,13246,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,1,0
13247,0,13247,0.07657032459974289,-0.10648060590028763,9.853643417358398,13246,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,1,-1
13247,0,13247,0.07657032459974289,-0.10648060590028763,9.853643417358398,13246,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,0,-1
13247,0,13247,0.07657032459974289,-0.10648060590028763,9.853643417358398,13246,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,0,-1
13248,0,13249,0.07657032459974289,-0.10648060590028763,9.853643417358398,13249,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,1,0
13249,0,13249,0.07657032459974289,-0.10648060590028763,9.853643417358398,13249,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,0,-1
13249,0,13249,0.07657032459974289,-0.10648060590028763,9.853643417358398,13249,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,0,-1
13250,0,13251,0.07776673883199692,-0.1052841916680336,9.853643417358398,13251,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,1,0
13251,0,13252,0.07776673883199692,-0.1052841916680336,9.853643417358398,13251,0.62445068359375,-0.00909423828125,-0.0028076171875,0.781005859375,19,1,-1
